2.000000, 0.000007
3.000000, 0.000005
3.000000, 0.000004
5.000000, 0.000004
6.000000, 0.000006
7.000000, 0.000023
9.000000, 0.000008
12.000000, 0.000008
14.000000, 0.000010
38.386294, 0.000027
51.772589, 0.000028
91.068323, 0.000043
139.501011, 0.000058
247.248686, 0.000100
297.841053, 0.000109
387.787855, 0.000162
464.357292, 0.000153
1437.420831, 0.000411
3654.398520, 0.000943
6285.041838, 0.001614
9731.474418, 0.002337
19541.039861, 0.004757
25680.445749, 0.006451
32822.317682, 0.007945
41644.055312, 0.010005
158186.494053, 0.039821
379702.652279, 0.092311
1093376.109130, 0.271467
1589644.638224, 0.392263
2261946.638168, 0.583162
2911075.117954, 0.739248
3808113.460427, 0.984755
4800994.864217, 1.233287
571327702.851870, 163.081988
70113428891.040543, 22016.488469
2.000000, 0.000009
3.000000, 0.000005
5.000000, 0.000005
6.000000, 0.000006
6.000000, 0.000006
6.000000, 0.000022
8.000000, 0.000008
11.000000, 0.000009
13.000000, 0.000009
19.386294, 0.000019
28.386294, 0.000018
34.386294, 0.000021
46.386294, 0.000027
58.386294, 0.000033
76.068426, 0.000045
90.227309, 0.000061
108.613603, 0.000060
267.252261, 0.000146
418.843730, 0.000216
649.867578, 0.000314
771.754986, 0.000383
1338.927556, 0.000613
1513.497686, 0.000693
1727.384889, 0.000780
2224.300929, 0.000941
6772.678602, 0.002535
13783.893174, 0.004779
35905.980537, 0.011644
39465.710970, 0.012561
50238.475796, 0.015750
81111.094266, 0.025025
105069.102586, 0.030678
118722.633535, 0.034563
266520.973780, 0.075887
521807.990149, 0.143825
626268.152944, 0.173455
729868.215932, 0.203263
873244.514434, 0.244625
921429.695707, 0.255972
1013588.146628, 0.278083
1098716.456026, 0.306147
1492634.531882, 0.414081
5595537.548789, 1.481042
8080506.900159, 2.141288
11338438.203688, 3.015369
16273160.371301, 4.290935
19883012.650411, 5.207115
25675199.257000, 6.704256
29277357.556864, 7.655931
39159546.530648, 10.189468
